consultation_id,user_id,astrologer_id,date,topic,mode,duration_min,amount,call_status,rating_given,is_free_trial
C002154,U0489,A001,2026-04-17 22:19:58.720048,Marriage,audio,3,81.0,completed,3.0,False
C002155,U0489,A014,2026-05-11 11:53:53.627810,Marriage,chat,6,145.0,completed,4.0,False
C002156,U0489,A001,2026-05-23 08:19:02.172490,Marriage,video,20,560.0,completed,3.0,False
C002157,U0489,A001,2026-06-08 23:14:22.433122,Marriage,chat,10,285.0,completed,2.0,False
C002158,U0490,A005,2025-10-11 00:00:00.000000,Finance,audio,10,0.0,completed,4.0,True
C002159,U0491,A007,2025-11-19 00:00:00.000000,Career,chat,14,0.0,completed,4.0,True
C002160,U0491,A011,2025-12-21 05:08:28.628327,Career,chat,5,128.0,completed,3.0,False
C002161,U0491,A030,2026-01-26 00:23:43.127008,Family,chat,13,243.0,completed,3.0,False
C002162,U0491,A010,2026-02-26 15:59:14.690436,Relationship,audio,3,29.0,completed,2.0,False
C002163,U0491,A017,2026-03-24 14:21:54.688007,General Vedic,video,13,309.0,failed,,False
C002164,U0491,A015,2026-04-14 21:51:20.348569,Career,chat,13,315.0,completed,4.0,False
C002165,U0491,A017,2026-05-03 12:21:19.659624,Career,audio,8,197.0,completed,4.0,False
C002166,U0491,A017,2026-05-20 18:40:04.443168,Relationship,audio,6,150.0,completed,3.0,False
C002167,U0491,A017,2026-06-18 16:41:20.365181,Career,audio,14,357.0,completed,5.0,False
C002168,U0491,A017,2026-07-21 05:46:14.681370,Career,chat,14,363.0,completed,4.0,False
C002169,U0491,A020,2026-08-11 13:13:21.863443,Career,audio,15,324.0,completed,3.0,False
C002170,U0492,A009,2025-07-15 00:00:00.000000,Relationship,chat,3,0.0,completed,4.0,True
C002171,U0492,A026,2026-06-14 15:23:08.176509,Family,audio,4,49.0,completed,3.0,False
C002172,U0493,A004,2025-11-21 00:00:00.000000,Relationship,chat,5,0.0,completed,4.0,True
C002173,U0493,A021,2026-01-12 16:47:52.954209,General Vedic,audio,10,224.0,completed,4.0,False
C002174,U0493,A021,2026-05-10 00:29:37.355690,Relationship,audio,12,275.0,completed,4.0,False
C002175,U0493,A021,2026-07-07 00:45:27.202731,Finance,audio,4,93.0,completed,5.0,False
C002176,U0494,A004,2025-08-11 00:00:00.000000,Career,chat,6,0.0,completed,5.0,True
C002177,U0495,A008,2026-05-11 00:00:00.000000,Relationship,chat,7,0.0,completed,5.0,True
C002178,U0496,A021,2025-12-03 00:00:00.000000,Family,video,7,0.0,completed,3.0,True
C002179,U0496,A006,2025-12-23 21:49:32.506945,Family,video,17,208.0,completed,4.0,False
C002180,U0496,A006,2026-02-26 03:56:42.919536,Family,audio,11,137.0,completed,5.0,False
C002181,U0496,A006,2026-04-01 11:47:10.547503,Health,chat,6,76.0,completed,4.0,False
C002182,U0496,A006,2026-04-20 04:15:56.520647,Health,chat,3,39.0,completed,5.0,False
C002183,U0496,A006,2026-05-02 22:53:17.320482,Health,chat,7,92.0,completed,4.0,False
C002184,U0496,A020,2026-05-15 15:27:55.226820,Family,audio,14,282.0,completed,4.0,False
C002185,U0496,A006,2026-06-01 05:43:21.989981,General Vedic,audio,13,178.0,completed,3.0,False
C002186,U0496,A006,2026-06-28 11:42:50.683851,Finance,audio,12,167.0,completed,4.0,False
C002187,U0496,A002,2026-07-12 09:23:41.918651,Family,audio,10,260.0,completed,2.0,False
C002188,U0496,A006,2026-07-28 07:53:37.338795,Family,chat,5,72.0,completed,3.0,False
C002189,U0497,A016,2025-09-06 00:00:00.000000,Career,chat,3,0.0,completed,4.0,True
C002190,U0497,A020,2025-10-01 09:28:50.063964,Marriage,audio,6,110.0,completed,4.0,False
C002191,U0497,A023,2025-10-15 18:35:23.047298,Career,chat,8,150.0,completed,4.0,False
C002192,U0497,A014,2025-10-22 16:11:49.924567,Career,video,17,396.0,completed,3.0,False
C002193,U0497,A023,2025-11-08 02:24:27.630279,Health,chat,9,175.0,completed,5.0,False
C002194,U0497,A023,2025-11-09 02:24:27.630279,Relationship,chat,7,139.0,completed,4.0,False
C002195,U0497,A025,2025-11-24 09:25:22.245402,Career,audio,16,448.0,completed,3.0,False
C002196,U0497,A028,2025-12-19 22:19:30.694452,Career,chat,3,51.0,dropped,,False
C002197,U0497,A023,2026-01-18 06:42:08.777880,Career,chat,9,188.0,completed,4.0,False
C002198,U0497,A023,2026-02-04 00:23:31.364784,Career,chat,3,64.0,completed,4.0,False
C002199,U0498,A008,2026-02-20 00:00:00.000000,Finance,chat,11,0.0,completed,5.0,True
C002200,U0498,A008,2026-06-21 13:25:00.852185,Family,audio,14,214.0,completed,5.0,False
C002201,U0498,A027,2026-07-05 08:19:05.301653,Relationship,chat,17,318.0,completed,4.0,False
C002202,U0499,A028,2025-07-18 00:00:00.000000,Family,chat,7,0.0,completed,4.0,True
C002203,U0500,A026,2025-08-27 00:00:00.000000,Finance,audio,14,0.0,completed,5.0,True
C002204,U0501,A030,2026-03-12 00:00:00.000000,Relationship,chat,14,0.0,completed,4.0,True
C002205,U0501,A005,2026-06-08 01:18:50.646268,General Vedic,audio,14,314.0,completed,4.0,False
C002206,U0501,A010,2026-07-25 20:56:49.752256,General Vedic,chat,8,75.0,dropped,,False
C002207,U0501,A005,2026-08-05 22:33:31.749768,Finance,audio,24,560.0,completed,4.0,False
C002208,U0502,A026,2025-09-23 00:00:00.000000,Marriage,audio,13,0.0,completed,4.0,True
C002209,U0503,A003,2026-05-09 00:00:00.000000,Relationship,audio,22,0.0,completed,3.0,True
C002210,U0503,A001,2026-06-08 21:28:39.382567,Health,chat,6,153.0,completed,2.0,False
C002211,U0503,A008,2026-06-23 06:48:07.721775,Relationship,chat,3,47.0,completed,4.0,False
C002212,U0503,A008,2026-06-24 06:48:07.721775,Relationship,chat,6,95.0,completed,3.0,False
C002213,U0503,A008,2026-07-17 02:06:24.822253,Relationship,audio,14,227.0,completed,4.0,False
C002214,U0503,A008,2026-08-10 03:08:27.422274,Relationship,audio,20,330.0,completed,4.0,False
C002215,U0503,A008,2026-08-14 11:40:21.840685,Relationship,chat,3,50.0,failed,,False
C002216,U0504,A001,2025-11-09 00:00:00.000000,Relationship,chat,11,0.0,completed,3.0,True
C002217,U0505,A019,2025-10-03 00:00:00.000000,Career,chat,7,0.0,completed,4.0,True
C002218,U0506,A019,2026-03-27 00:00:00.000000,Health,chat,5,0.0,completed,3.0,True
C002219,U0506,A010,2026-06-17 21:44:58.199635,Health,chat,4,37.0,completed,4.0,False
C002220,U0506,A010,2026-08-11 02:51:18.268993,Family,chat,10,94.0,completed,3.0,False
C002221,U0507,A005,2026-01-27 00:00:00.000000,Family,chat,3,0.0,completed,4.0,True
C002222,U0508,A018,2026-04-26 00:00:00.000000,Marriage,audio,3,0.0,completed,5.0,True
C002223,U0508,A013,2026-05-10 03:57:27.974914,General Vedic,chat,8,73.0,completed,3.0,False
C002224,U0508,A013,2026-05-19 10:05:21.667785,General Vedic,audio,14,131.0,completed,4.0,False
C002225,U0508,A013,2026-06-03 23:10:40.124639,Career,audio,9,86.0,dropped,,False
C002226,U0508,A013,2026-06-17 09:02:42.585824,Health,chat,3,29.0,completed,3.0,False
C002227,U0508,A013,2026-06-29 16:07:19.160590,Career,chat,14,139.0,completed,3.0,False
C002228,U0508,A012,2026-07-02 12:54:07.452718,Career,audio,9,151.0,completed,3.0,False
C002229,U0508,A014,2026-07-04 09:54:22.888451,Finance,chat,6,150.0,completed,4.0,False
C002230,U0508,A013,2026-07-21 20:11:11.940399,Career,video,6,63.0,completed,3.0,False
C002231,U0508,A013,2026-08-12 05:39:56.643005,Career,audio,14,149.0,completed,3.0,False
C002232,U0509,A001,2026-02-22 00:00:00.000000,Finance,video,10,0.0,completed,3.0,True
C002233,U0510,A004,2025-10-03 00:00:00.000000,Relationship,audio,9,0.0,completed,4.0,True
C002234,U0510,A027,2025-10-19 21:57:40.091359,General Vedic,audio,23,422.0,completed,3.0,False
C002235,U0510,A027,2025-11-24 10:03:53.372835,Career,chat,10,187.0,completed,5.0,False
C002236,U0510,A027,2026-01-22 12:21:28.980913,Career,chat,5,95.0,completed,3.0,False
C002237,U0510,A027,2026-01-26 22:06:34.809814,Career,audio,9,175.0,completed,3.0,False
C002238,U0510,A027,2026-03-04 13:09:59.370233,Health,video,12,238.0,completed,3.0,False
C002239,U0510,A027,2026-03-16 06:54:23.765065,Career,chat,6,121.0,completed,5.0,False
C002240,U0510,A027,2026-04-18 22:38:33.892195,Career,chat,7,144.0,completed,5.0,False
C002241,U0510,A027,2026-05-18 08:44:46.940517,Career,chat,3,63.0,completed,4.0,False
C002242,U0510,A010,2026-06-09 14:36:19.072701,Career,chat,12,127.0,completed,4.0,False
C002243,U0510,A027,2026-06-30 08:39:57.176161,Career,chat,9,194.0,completed,5.0,False
C002244,U0510,A027,2026-07-16 01:27:23.145166,Career,audio,17,373.0,dropped,,False
C002245,U0510,A027,2026-07-30 22:47:25.671894,Career,chat,11,246.0,completed,4.0,False
C002246,U0511,A014,2025-11-20 00:00:00.000000,Relationship,audio,14,0.0,completed,4.0,True
C002247,U0511,A027,2025-12-30 11:21:41.334911,Relationship,chat,12,220.0,completed,2.0,False
C002248,U0511,A027,2026-02-19 16:42:58.900328,General Vedic,chat,8,150.0,dropped,,False
C002249,U0512,A013,2025-11-26 00:00:00.000000,Career,audio,15,0.0,completed,4.0,True
C002250,U0512,A016,2026-01-30 14:26:59.421080,Career,chat,9,230.0,completed,3.0,False
C002251,U0512,A016,2026-03-16 10:46:25.516076,Finance,chat,13,338.0,completed,5.0,False
C002252,U0512,A016,2026-05-20 06:53:26.199245,Relationship,chat,11,292.0,completed,4.0,False
C002253,U0513,A005,2025-12-18 00:00:00.000000,Relationship,video,7,0.0,completed,4.0,True
C002254,U0514,A026,2025-08-04 00:00:00.000000,Relationship,audio,12,0.0,completed,4.0,True
C002255,U0514,A021,2025-08-05 00:00:00.000000,Relationship,audio,10,224.0,completed,4.0,False
C002256,U0514,A021,2025-08-30 02:51:29.335310,Relationship,chat,13,297.0,completed,4.0,False
C002257,U0514,A021,2025-10-16 18:59:23.918882,Career,chat,3,70.0,completed,4.0,False
C002258,U0514,A021,2025-11-28 19:45:14.879350,Relationship,chat,11,261.0,completed,5.0,False
C002259,U0514,A030,2025-11-29 19:45:14.879350,Family,audio,13,257.0,completed,4.0,False
C002260,U0514,A020,2026-01-02 03:31:28.300292,Finance,chat,9,181.0,completed,3.0,False
C002261,U0514,A021,2026-01-28 10:33:51.383045,General Vedic,video,17,426.0,completed,4.0,False
C002262,U0514,A021,2026-01-29 15:39:30.034589,Relationship,audio,3,77.0,completed,4.0,False
C002263,U0514,A021,2026-03-14 10:41:14.113968,Relationship,audio,12,312.0,completed,4.0,False
C002264,U0514,A016,2026-03-15 10:41:14.113968,Marriage,audio,11,330.0,completed,5.0,False
C002265,U0514,A021,2026-04-26 07:18:24.315165,Relationship,audio,6,161.0,completed,4.0,False
C002266,U0514,A021,2026-06-02 10:39:22.429362,Relationship,audio,6,164.0,completed,4.0,False
C002267,U0515,A026,2026-05-03 00:00:00.000000,General Vedic,audio,8,0.0,completed,4.0,True
C002268,U0515,A011,2026-05-31 11:26:23.750849,Relationship,audio,4,102.0,completed,4.0,False
C002269,U0515,A025,2026-07-20 16:35:56.588996,Career,chat,3,78.0,completed,3.0,False
C002270,U0516,A001,2026-05-31 00:00:00.000000,Health,chat,8,0.0,completed,3.0,True
C002271,U0516,A001,2026-07-19 09:20:24.656402,Finance,audio,12,306.0,completed,3.0,False
C002272,U0516,A001,2026-08-09 21:31:50.056382,Marriage,chat,15,390.0,failed,,False
C002273,U0517,A030,2026-05-31 00:00:00.000000,Finance,chat,3,0.0,completed,3.0,True
C002274,U0518,A022,2025-10-24 00:00:00.000000,Family,audio,21,0.0,completed,4.0,True
C002275,U0518,A015,2026-02-15 12:33:23.739533,Family,chat,5,112.0,completed,3.0,False
C002276,U0518,A011,2026-07-08 10:57:39.769326,Family,chat,14,364.0,completed,3.0,False
C002277,U0519,A003,2026-05-28 00:00:00.000000,Family,video,10,0.0,completed,3.0,True
C002278,U0519,A029,2026-05-29 01:52:05.065207,Family,audio,14,129.0,completed,3.0,False
C002279,U0519,A003,2026-06-13 19:19:54.357183,General Vedic,chat,10,260.0,completed,4.0,False
C002280,U0519,A029,2026-06-17 23:30:15.171125,Health,audio,8,76.0,completed,4.0,False
C002281,U0519,A029,2026-06-24 01:01:09.603664,Family,video,10,97.0,completed,5.0,False
C002282,U0519,A018,2026-07-16 07:14:45.791829,Career,video,14,139.0,completed,4.0,False
C002283,U0519,A029,2026-07-25 14:06:35.795167,Family,audio,12,121.0,dropped,,False
C002284,U0520,A020,2025-12-10 00:00:00.000000,Marriage,chat,3,0.0,completed,3.0,True
C002285,U0520,A024,2026-01-02 15:53:14.619181,Marriage,video,18,330.0,completed,4.0,False
C002286,U0520,A024,2026-01-20 12:22:10.388300,Marriage,video,20,374.0,completed,4.0,False
C002287,U0520,A026,2026-01-29 04:49:52.922144,Marriage,chat,21,267.0,completed,2.0,False
C002288,U0520,A024,2026-02-14 16:15:10.928271,Marriage,chat,10,194.0,completed,3.0,False
C002289,U0520,A012,2026-02-18 21:38:39.645333,Health,video,17,280.0,completed,3.0,False
C002290,U0520,A024,2026-02-20 18:47:42.007514,Marriage,chat,17,343.0,completed,3.0,False
C002291,U0520,A024,2026-03-03 01:28:27.158476,Marriage,chat,6,123.0,completed,4.0,False
C002292,U0520,A024,2026-03-12 19:15:35.085736,General Vedic,chat,5,104.0,completed,4.0,False
C002293,U0520,A002,2026-03-20 18:08:23.485548,Marriage,audio,8,208.0,completed,2.0,False
C002294,U0520,A024,2026-04-16 11:07:05.993550,Marriage,audio,12,259.0,completed,4.0,False
C002295,U0520,A024,2026-04-25 18:07:51.031426,Marriage,chat,5,110.0,completed,4.0,False
C002296,U0520,A024,2026-05-18 21:14:56.892098,Relationship,chat,8,179.0,completed,5.0,False
C002297,U0520,A024,2026-06-20 12:58:48.519900,Health,chat,12,272.0,completed,4.0,False
C002298,U0520,A024,2026-06-27 10:06:44.198033,Marriage,video,13,300.0,completed,5.0,False
C002299,U0520,A021,2026-08-01 18:33:34.124468,Family,chat,10,286.0,completed,5.0,False
C002300,U0521,A026,2025-09-05 00:00:00.000000,Career,video,11,0.0,completed,4.0,True
C002301,U0521,A007,2025-10-10 16:57:01.420439,Finance,video,13,332.0,dropped,,False
C002302,U0521,A007,2026-01-17 17:21:42.503709,Finance,chat,10,260.0,completed,2.0,False
C002303,U0521,A007,2026-03-19 16:25:01.261489,Career,chat,12,318.0,completed,4.0,False
C002304,U0521,A022,2026-05-15 01:35:17.592994,Family,audio,7,189.0,completed,4.0,False
C002305,U0521,A007,2026-06-19 19:20:49.355309,Finance,chat,4,110.0,completed,3.0,False
C002306,U0521,A007,2026-08-11 08:56:27.405320,Finance,chat,12,336.0,completed,4.0,False
C002307,U0522,A016,2025-12-04 00:00:00.000000,Finance,chat,14,0.0,completed,3.0,True
C002308,U0522,A017,2026-01-24 03:23:18.984368,Finance,audio,3,67.0,completed,3.0,False
C002309,U0522,A017,2026-03-31 15:35:26.133645,General Vedic,chat,7,160.0,failed,,False
C002310,U0523,A003,2025-09-22 00:00:00.000000,Relationship,chat,10,0.0,completed,5.0,True
C002311,U0523,A014,2025-09-23 00:00:00.000000,Health,audio,3,67.0,completed,4.0,False
C002312,U0523,A014,2025-10-12 09:32:43.509113,General Vedic,chat,8,183.0,completed,3.0,False
C002313,U0523,A014,2025-10-13 09:32:43.509113,Finance,audio,15,350.0,failed,,False
C002314,U0523,A014,2025-11-28 06:38:40.182479,Career,video,14,333.0,completed,3.0,False
C002315,U0523,A014,2025-12-22 22:41:57.081306,Career,chat,10,242.0,completed,4.0,False
C002316,U0523,A014,2026-01-02 14:19:52.794887,Career,chat,5,123.0,completed,5.0,False
C002317,U0523,A014,2026-02-03 20:17:49.707503,Family,chat,3,75.0,completed,4.0,False
C002318,U0523,A014,2026-03-02 14:55:45.000795,Career,audio,15,383.0,dropped,,False
C002319,U0523,A014,2026-04-01 01:26:12.701759,Career,chat,10,260.0,completed,4.0,False
C002320,U0523,A018,2026-04-18 14:33:04.578546,Career,video,22,238.0,completed,4.0,False
C002321,U0523,A023,2026-04-30 20:13:03.456153,Career,chat,3,66.0,completed,5.0,False
C002322,U0523,A014,2026-05-17 03:25:00.523550,Career,chat,13,355.0,completed,4.0,False
C002323,U0523,A014,2026-06-14 06:44:46.143403,Family,chat,6,166.0,completed,5.0,False
C002324,U0523,A003,2026-07-14 19:49:49.232591,Career,audio,13,416.0,completed,3.0,False
C002325,U0524,A009,2025-11-22 00:00:00.000000,Finance,audio,19,0.0,completed,2.0,True
C002326,U0525,A001,2026-02-05 00:00:00.000000,Finance,audio,11,0.0,completed,3.0,True
C002327,U0526,A029,2025-11-27 00:00:00.000000,Marriage,audio,9,0.0,completed,3.0,True
C002328,U0526,A030,2026-02-27 16:49:41.491313,Relationship,chat,9,165.0,completed,3.0,False
C002329,U0526,A018,2026-04-26 21:08:36.869183,Marriage,chat,7,66.0,completed,3.0,False
C002330,U0526,A003,2026-04-28 13:47:16.745826,Marriage,audio,10,265.0,completed,4.0,False
C002331,U0526,A018,2026-08-11 22:00:11.726702,Finance,chat,16,156.0,completed,5.0,False
C002332,U0526,A018,2026-08-12 22:00:11.726702,Finance,chat,6,59.0,completed,4.0,False
C002333,U0527,A006,2026-06-06 00:00:00.000000,Career,video,3,0.0,completed,4.0,True
C002334,U0527,A007,2026-06-23 02:18:52.252055,Career,video,17,434.0,completed,4.0,False
C002335,U0527,A007,2026-07-15 12:20:22.458938,Career,chat,6,156.0,failed,,False
C002336,U0527,A007,2026-08-05 04:07:38.022788,Career,audio,17,450.0,completed,3.0,False
C002337,U0528,A010,2025-10-23 00:00:00.000000,General Vedic,chat,17,0.0,completed,3.0,True
C002338,U0529,A022,2025-07-22 00:00:00.000000,Health,video,7,0.0,completed,4.0,True
C002339,U0529,A013,2025-12-19 19:16:13.015804,Health,audio,16,147.0,completed,3.0,False
C002340,U0529,A013,2026-03-31 12:15:36.820716,General Vedic,video,8,75.0,completed,2.0,False
C002341,U0529,A013,2026-06-24 06:04:50.504282,Health,chat,13,124.0,completed,2.0,False
C002342,U0530,A024,2026-03-29 00:00:00.000000,Marriage,chat,3,0.0,completed,5.0,True
C002343,U0531,A026,2025-08-21 00:00:00.000000,Family,chat,15,0.0,completed,4.0,True
C002344,U0531,A019,2025-11-11 11:57:39.676341,Health,audio,6,135.0,completed,4.0,False
C002345,U0531,A012,2026-03-14 06:34:48.736098,Finance,audio,12,187.0,completed,4.0,False
C002346,U0531,A017,2026-07-28 19:07:50.193610,Health,audio,8,187.0,completed,3.0,False
C002347,U0532,A016,2025-07-25 00:00:00.000000,Career,audio,3,0.0,completed,4.0,True
C002348,U0532,A021,2025-08-02 04:55:24.449479,Career,audio,13,292.0,completed,4.0,False
C002349,U0532,A021,2025-08-24 13:34:47.658724,Career,video,9,206.0,completed,4.0,False
C002350,U0532,A008,2025-09-08 02:19:14.096922,Career,chat,11,175.0,completed,4.0,False
C002351,U0532,A015,2025-09-20 22:33:08.141027,Finance,video,8,190.0,completed,4.0,False
C002352,U0532,A014,2025-11-30 07:07:51.786546,Career,chat,8,194.0,completed,4.0,False
C002353,U0532,A021,2025-12-14 12:51:56.518216,Career,audio,5,123.0,completed,3.0,False
C002354,U0532,A021,2026-01-01 05:12:29.587256,Career,video,10,251.0,completed,5.0,False
C002355,U0532,A009,2026-01-10 05:01:30.648321,Finance,audio,14,406.0,completed,3.0,False
C002356,U0532,A021,2026-01-23 18:06:08.187887,Career,audio,9,234.0,completed,4.0,False
C002357,U0532,A021,2026-02-18 17:30:10.555403,Career,chat,3,79.0,failed,,False
C002358,U0532,A021,2026-03-10 16:48:13.357464,Career,chat,5,134.0,completed,4.0,False
C002359,U0532,A021,2026-03-24 12:01:20.022347,Career,chat,13,355.0,completed,3.0,False
C002360,U0532,A028,2026-03-25 12:01:20.022347,Career,audio,20,378.0,completed,4.0,False
C002361,U0532,A021,2026-04-13 16:38:43.456168,Career,audio,18,507.0,completed,5.0,False
C002362,U0532,A021,2026-04-23 05:34:06.833949,Career,chat,12,343.0,completed,4.0,False
C002363,U0532,A002,2026-05-06 13:00:30.785327,Career,chat,10,290.0,failed,,False
C002364,U0532,A021,2026-05-31 21:29:07.613269,Career,audio,14,413.0,completed,3.0,False
C002365,U0532,A009,2026-06-15 02:39:29.743566,Career,chat,6,204.0,completed,4.0,False
C002366,U0532,A021,2026-07-08 05:03:50.789311,Career,chat,7,213.0,completed,4.0,False
C002367,U0533,A028,2025-10-31 00:00:00.000000,General Vedic,chat,9,0.0,completed,3.0,True
C002368,U0533,A006,2025-11-11 16:15:49.126329,General Vedic,audio,9,110.0,completed,5.0,False
C002369,U0533,A011,2025-12-23 11:24:36.105343,General Vedic,audio,10,260.0,completed,3.0,False
C002370,U0533,A006,2026-01-19 04:51:29.659771,Family,chat,11,140.0,completed,4.0,False
C002371,U0533,A002,2026-02-11 16:59:23.926877,General Vedic,chat,7,166.0,completed,3.0,False
C002372,U0533,A006,2026-02-20 00:53:31.458976,General Vedic,chat,6,79.0,completed,4.0,False
C002373,U0533,A006,2026-03-22 11:19:26.525976,General Vedic,video,15,202.0,completed,3.0,False
C002374,U0533,A006,2026-04-16 17:09:23.785034,General Vedic,audio,20,274.0,completed,4.0,False
C002375,U0533,A006,2026-05-02 09:12:10.057400,General Vedic,chat,9,125.0,completed,4.0,False
C002376,U0533,A007,2026-06-06 09:26:05.841236,General Vedic,chat,7,206.0,completed,5.0,False
C002377,U0533,A015,2026-06-07 11:45:23.356949,General Vedic,chat,14,370.0,completed,4.0,False
C002378,U0533,A015,2026-07-16 05:33:03.806183,General Vedic,audio,20,537.0,completed,4.0,False
C002379,U0533,A009,2026-08-09 16:54:27.987919,General Vedic,audio,13,403.0,completed,3.0,False
C002380,U0534,A021,2026-01-04 00:00:00.000000,General Vedic,chat,4,0.0,completed,4.0,True
C002381,U0534,A021,2026-01-28 07:08:26.831061,Family,chat,11,247.0,completed,5.0,False
C002382,U0534,A028,2026-02-13 08:08:05.077018,Family,audio,13,203.0,completed,2.0,False
C002383,U0534,A025,2026-03-05 16:42:44.214213,Career,audio,20,530.0,completed,3.0,False
C002384,U0534,A025,2026-03-10 02:14:59.041460,General Vedic,chat,5,135.0,completed,4.0,False
C002385,U0534,A025,2026-04-09 00:36:50.209047,General Vedic,chat,12,330.0,completed,3.0,False
C002386,U0534,A025,2026-05-04 10:20:27.675958,Finance,audio,8,224.0,completed,2.0,False
C002387,U0534,A025,2026-05-20 02:33:15.512496,Finance,audio,15,428.0,completed,3.0,False
C002388,U0534,A006,2026-07-08 13:27:45.686508,General Vedic,chat,3,42.0,completed,4.0,False
C002389,U0534,A025,2026-07-26 08:03:08.729563,Relationship,chat,8,236.0,completed,2.0,False
C002390,U0535,A024,2026-05-28 00:00:00.000000,Relationship,audio,6,0.0,completed,5.0,True
C002391,U0535,A013,2026-06-23 05:11:02.671259,Finance,video,3,28.0,completed,3.0,False
C002392,U0535,A013,2026-07-01 03:26:33.109643,Relationship,chat,3,28.0,completed,4.0,False
C002393,U0536,A025,2025-12-26 00:00:00.000000,General Vedic,chat,9,0.0,completed,4.0,True
C002394,U0537,A023,2026-06-11 00:00:00.000000,Marriage,chat,3,0.0,completed,5.0,True
C002395,U0538,A015,2026-03-31 00:00:00.000000,Marriage,audio,10,0.0,completed,4.0,True
C002396,U0538,A024,2026-05-31 11:30:53.969282,Finance,chat,7,129.0,completed,4.0,False
C002397,U0538,A011,2026-08-04 14:05:53.573179,Health,video,11,286.0,completed,3.0,False
C002398,U0539,A014,2025-08-01 00:00:00.000000,Finance,audio,14,0.0,completed,4.0,True
C002399,U0540,A027,2025-08-13 00:00:00.000000,Marriage,audio,19,0.0,failed,,True
C002400,U0540,A005,2025-08-31 22:26:30.526741,Career,audio,18,404.0,completed,5.0,False
C002401,U0540,A010,2025-10-05 08:12:04.601244,Career,audio,14,131.0,completed,4.0,False
C002402,U0540,A010,2025-12-18 10:31:54.370300,Career,chat,7,67.0,completed,4.0,False
C002403,U0540,A010,2026-02-20 16:50:16.634982,Career,chat,3,29.0,completed,4.0,False
C002404,U0540,A010,2026-03-18 00:43:35.346483,Career,audio,10,99.0,completed,3.0,False
C002405,U0540,A019,2026-05-31 05:29:21.230569,Finance,chat,12,296.0,completed,3.0,False
C002406,U0540,A010,2026-08-05 00:12:15.896072,Career,chat,4,41.0,completed,4.0,False
C002407,U0541,A001,2025-08-11 00:00:00.000000,Career,audio,17,0.0,completed,2.0,True
C002408,U0541,A004,2025-08-12 00:00:00.000000,Career,audio,20,367.0,completed,4.0,False
C002409,U0541,A016,2025-08-31 09:00:03.655819,Finance,audio,11,286.0,completed,4.0,False
C002410,U0541,A010,2025-09-23 18:12:11.045457,Career,audio,5,48.0,completed,5.0,False
C002411,U0541,A016,2025-10-17 23:15:15.865456,General Vedic,audio,15,405.0,completed,3.0,False
C002412,U0541,A016,2025-11-11 18:41:48.319560,Health,chat,10,275.0,completed,3.0,False
C002413,U0541,A016,2025-11-28 01:53:52.565287,Career,audio,10,280.0,dropped,,False
C002414,U0541,A016,2025-12-13 23:00:12.238005,Career,audio,8,228.0,completed,3.0,False
C002415,U0541,A009,2026-01-05 22:06:28.249120,Career,video,3,87.0,completed,3.0,False
C002416,U0541,A016,2026-01-30 02:18:51.226592,Family,chat,3,88.0,completed,4.0,False
C002417,U0541,A016,2026-02-27 13:54:00.942005,Relationship,audio,8,240.0,completed,4.0,False
C002418,U0541,A016,2026-03-09 11:38:53.379588,Career,audio,6,183.0,completed,3.0,False
C002419,U0541,A026,2026-03-10 11:38:53.379588,Career,chat,3,45.0,completed,5.0,False
C002420,U0541,A016,2026-04-12 21:10:15.712942,Career,audio,11,346.0,completed,3.0,False
C002421,U0541,A011,2026-05-06 14:34:40.154446,Career,chat,8,256.0,completed,4.0,False
C002422,U0541,A030,2026-05-08 11:21:31.097689,Career,video,12,281.0,completed,4.0,False
C002423,U0541,A022,2026-05-20 10:44:53.979233,Career,audio,8,264.0,completed,2.0,False
C002424,U0541,A005,2026-06-10 11:25:31.589735,Health,audio,8,236.0,completed,4.0,False
C002425,U0541,A016,2026-06-24 20:18:21.928808,Relationship,chat,13,442.0,completed,3.0,False
C002426,U0541,A016,2026-07-09 13:38:57.242970,Career,audio,5,172.0,completed,4.0,False
C002427,U0541,A016,2026-07-11 10:30:35.811556,Career,chat,6,210.0,completed,4.0,False
C002428,U0541,A016,2026-07-21 19:48:07.876875,Finance,video,9,320.0,completed,4.0,False
C002429,U0541,A016,2026-07-28 09:35:01.525540,Career,chat,4,144.0,completed,4.0,False
C002430,U0541,A016,2026-08-07 15:25:10.918559,Career,video,3,110.0,completed,3.0,False
C002431,U0542,A005,2025-11-29 00:00:00.000000,Marriage,audio,11,0.0,completed,4.0,True
C002432,U0542,A028,2026-01-12 15:49:47.920027,Marriage,chat,12,184.0,completed,5.0,False
C002433,U0542,A028,2026-03-15 02:03:40.586082,Relationship,chat,6,94.0,completed,4.0,False
C002434,U0542,A028,2026-05-10 18:17:07.620948,Family,chat,6,95.0,completed,4.0,False
C002435,U0542,A028,2026-07-08 14:13:17.541234,Relationship,chat,11,178.0,completed,3.0,False
C002436,U0543,A028,2026-05-07 00:00:00.000000,Health,audio,13,0.0,completed,3.0,True
C002437,U0544,A027,2025-12-19 00:00:00.000000,Marriage,video,12,0.0,completed,4.0,True
C002438,U0545,A006,2025-10-02 00:00:00.000000,Career,audio,12,0.0,completed,3.0,True
C002439,U0545,A019,2025-12-14 08:42:19.334926,Career,chat,7,157.0,completed,3.0,False
